label,text,predicted_class
0,boom senate pass obamacare repeal resolution almost unanimous gop vote one former gop presidential candidate whispered,Fake
1,angola first new president 38 year vow fight graft,True
1,new zealand forestry first test nationalist party protectionist agenda,True
0,duck dynasty willie robertson make debut fox news hilarious commentary hillary bernie,Fake
1,seoul considers unilateral sanction north korea,True
0,reflection world gone mad pushing back neocolonialist thuggery,Fake
1,lavrov trump attack venezuela,True
0,made living convincing swede muslim falsely portrayed new job prof everything said lie,Fake
1,pressure xi belt road enshrined chinese party charter,True
1,turkey say air force kill 13 north iraq air strike,True
1,uk publisher rejected request block academic article china,True
0,sunday screening gun,Fake
1,u n human right council extends myanmar mission september 2018,True
1,60 rohingya feared drowned u step pressure myanmar,True
0,wow white liberal suggest black stupid get id figure use internet video,Fake
1,mexico accepts israeli offer help develop central america,True
0,charlie manson,Fake
1,catalonian vote matter spain britain urge restraint,True
0,transgender antifa thug start burn american flag pro trump biker give big surprise video,Fake
1,trump say u totally prepared military option north korea,True
0,american tragedy really killed jonben ramsey,Fake
0,wikileaks nsa spied un secretary general world leader secret meeting,Fake
0,breaking hillary campaign chairman close friend,Fake
1,slovakia pro european island region pm say,True
1,u ruling possible oil embargo venezuela haley,True
0,kellyanne conway give dreaded answer liberal hack,Fake
0,julian assange get emotional family,Fake
0,message progressive left want see real nazi,Fake
0,something hokey ted,Fake
0,fitting end communist dictator hilarious reason jeep carrying castro ash pushed military,Fake
1,indigenous woman register run mexican presidency 2018,True
1,factbox iraq kurd vote historic referendum independence,True
1,malaysia summons myanmar ambassador violence rakhine state,True
1,former guerrilla coalition get mandate form kosovo government,True
0,high school principal confiscates yearbook student discovering senior used favorite trump quote profile,Fake
1,clinton associate education ponzi scheme,True
0,yet merkel warns supporter vote,Fake
1,spain high court call head catalan police testify,True
1,mattis hint military option north korea offer detail,True
1,kurd stick independence vote never going back baghdad barzani,True
1,seeking relaunch social agenda uk may address racial disparity,True
1,venezuela slam u travel restriction political terrorism,True
1,indian court acquits dentist couple killing daughter,True
1,russia sends 175 de miner syria deir al zor interfax,True
1,trump talk tough pakistan terrorist haven option scarce,True
1,defense brazil temer asks supreme court send back new charge,True
1,mata pires owner embattled brazil builder oas dy,True
0,terror group plan violence trump supporter shocking flier reveals call violence smash white supremacy,Fake
0,breaking michael brown friend started handsupdontshoot lie arrested,Fake
0,end fox news monopoly liberal murdoch son fired bill reilly roger ailes,Fake
0,kidding call transexual want called communist nyc pay staggering 250000 fine,Fake
0,west virginia governor announces leaving dem party massive trump rally switching gop winning,Fake
1,snowden 2 0 new nsa contractor whistleblower,True
1,indonesian envoy urge myanmar halt violence rohingya muslim,True
1,exclusive 10000 uk finance job affected brexit first wave reuters survey,True
1,frankfurt start evacuation attempt defuse wwii bomb,True
0,police officer asks daughter school remove hateful drawing display school shocking response,Fake
1,muslim migrant show appreciation german host spreading feces,True
1,chinese academic prod beijing consider north korea contingency,True
1,usgs say cannot confirm north korea quake natural manmade,True
0,video dem prez candidate booed stage,Fake
0,illegal alien criminal hunger strike az prison give list demand including removal threat deportation,Fake
1,pakistan top court reject challenge removal ex pm sharif,True
0,robert parry fake news,Fake
0,mtv release racist hey fellow white guy video social medium go crazy video,Fake
1,zambia fear humanitarian crisis influx congo refugee escalates,True
0,radical,Fake
1,exclusive flying eye hurricane irma u hurricane hunter,True
0,hilarious trump christmas video wonderful time 8 year video,Fake
1,control information shift gear run cambodia election,True
1,brazil largest ever corruption probe nearing end judge say,True
1,australia high court hears challenge sex marriage vote,True
0,whoa breaking news cnn producer caught undercover tape admitting trump russia coverage bullsh president right say witch hunting video,Fake
0,one man stopped huge riot ready attack apartment building video,Fake
0,wow breaking news proof obama lied press notified 6 different time hillary changed email address video,Fake
1,u condemns russia veto probe syria chemical weapon use,True
0,view whoopi goldberg co host black people wanna talk white people video,Fake
0,climate scammer al gore utterly embarrassed explain sea level rising,Fake
0,huffington post publishes,Fake
1,u backed militia seize key oil field east syria sdf,True
1,french foreign minister travel libya push peace deal,True
0,portland police call violent anti trump protester anarchist upgrading protest full blown riot one person hit car killed,Fake
1,pro damascus alliance declares syria offensive near iraq border,True
0,conservative disrupted trump assassination play speak like gang stabbing watched everyone cheering death,Fake
1,britain farage talk brexit german right wing election rally,True
1,congo elected u n right council britain u unhappy,True
1,russia say ready work north korea resolve missile crisis,True
0,economic system brilliantly explained cow,Fake
1,togo force fire tear gas disperse anti government sit,True
0,maxine water obama left,Fake
1,uber grab tighten delivery philippine amid drug concern,True
1,count u german spd minister hail macron eu speech,True
1,episode 6 drive wire syria wmd redux part 1,True
0,blood sport gop presidential race take another brutal turn party favorite tear trump,Fake
1,france say iraqi kurd independence push urge baghdad concession,True
1,germany green rule three way jamaica coalition,True
1,boiler room unitetheright coverage hesher,True
1,u backed syrian militia raise flag raqqa stadium,True
1,syrian rebel hand border crossing opposition government,True
1,oregon governor say fed must act protester armed group burn,True
1,china call restraint north korea tension,True
1,victim colombia civil war seek healing pope,True
0,obama lecture cop bigotry,Fake
0,college may forced stop pushing qualified white student back line doj take affirmative action college admission,Fake
1,international air ban iraqi kurdistan come effect,True
1,trump asks congress investigate former obama administration,True
1,iraq redux u led sanction syria hurting real people,True
0,disabled man cane confronts 3 punk standing american flag ucla campus next awesome video,Fake
1,campaign hit tv screen australian sex marriage vote loom,True
1,australia second largest state edge towards permitting euthanasia,True
1,may juncker agree step brexit talk pace,True
0,top navy commander released reportedly revealing secret obama,Fake
1,china say upholds peaceful resolution north korea issue,True
0,mother terrorist wearing suicide vest mean kill anyone stressed,Fake
1,conservative activist,True
1,post election conundrum awaits germany merkel,True
0,remember left thought funny say mccain buy war hero thing,Fake
1,boiler room presidential debate simulcast special,True
1,norway appoints first female foreign minister,True
1,iraq redux u led sanction syria hurting real people,True
1,venezuelan bishop tell pope truly desperate situation,True
1,rohingya woman child die desperate boat escape myanmar,True
1,macri ally gain ground argentina senate election fernandez,True
0,medium obsesses ted cruz alleged infidelity,Fake
0,yikes hillary campaign state panic campaign event cancelled due lack volunteer video,Fake
1,trump rebuke south korea north korean bomb test,True
1,vietnam facebook dissident test limit communist state,True
0,stirred sex marriage vote australia youth get serious,Fake
1,turkey erdogan say may shut iraqi border moment hurriyet,True
0,leaked document show american citizen work affect outcome election around world,Fake
0,gorsuch immediate effect historic 2nd amendment decision significant controversial case,Fake
0,kellyanne conway hell democrat veteran dying waiting care,Fake
1,beyond mission creep u planning send 1000 ground troop syria,True
0,whoa dnc release statement suggesting dallas sniper black life matter protester linked,Fake
1,philippine survey show big support duterte drug war,True
1,u pressing suu kyi myanmar military rohingya haley,True
1,latin american nation seek venezuela crisis mediation,True
1,france condemns idlib offensive urge russia abide de escalation deal,True
0,sunday screening cia secret experiment 2008,Fake
1,jakarta governor sworn amid call hardliner islamic lifestyle,True
1,washington post sloppy journalism blame russia fake news crisis trump win,True
0,hillary lose get jail free card senior trump advisor trump ruled criminal probe hillary,Fake
1,iraq paramilitary battle kurd push towards turkish border oil hub,True
1,boat 130 rohingya refugee capsizes myanmar iom say,True
0,lol woman bothered protecting life brave american serving benghazi attack trump national security,Fake
0,jesse watters like never seen watch rip juan williams calling trump family unpatriotic school corrupt democratic party tie communism,Fake
0,illegal alien help illegals stay u arrested drunk driving left may able stop deportation video,Fake
1,trump hostility set deepen iran power struggle,True
0,dan rather go full radical medium must shame donald trump supporter,Fake
1,least 11 afghan civilian killed air strike local official say,True
0,big fat lie told lefty medium trump wanting register muslim never said,Fake
0,tanzania shuts another day numbered newspaper,Fake
1,hong kong leader demand end independence talk warns tie beijing risk,True
1,slain philippine teenager family file murder complaint police,True
0,mike penny booed bitter liberal broadway show hamilton lectured lead actor video,Fake
1,mexican family dreamer tell keep fighting,True
1,obama britain legacy saved world economy,True
1,u official label treatment rohingya ethnic cleansing,True
1,mongolia name biker enthusiast pm kick starting imf rescue package,True
0,berkeley college thug form human chain stop white student attending class video,Fake
0,video crowd chant lock crooked hillary introduced inauguration,Fake
0,fox become cnn leftist wife liberal murdoch son blamed firing bill reilly trash trump social medium,Fake
1,gunfight erupts southern yemen one civilian killed witness,True
1,hezbollah declares syria victory russia say much country back,True
1,poland stance migrant unchanged despite eu court ruling pm,True
1,investigative journalist attacked kosovo,True
0,undercover nypd cop bust 2 woman building bomb,Fake
1,north korea say launched hwasong 12 rocket counter south korea u drill kcna,True
0,obama arrogance watch admonishes reporter asking content 4 american held iran jail video,Fake
1,congo naval boat battle rebel lake tanganyika,True
0,wake america seed community muslim refugee sprouting u,Fake
0,breaking shocking video charlotte riot situation control,Fake
1,barzani vow press kurdish referendum defying iraq parliament,True
0,something wicked happening refugee idaho medium hiding,Fake
0,eric holder encourages doj keep attacking trump stunning list holder scandal reveals trump need drain obama corrupt doj swamp,Fake
0,http fedup wpengine com wp content uploads 2015 04 hillarystreetart jpg,Fake
1,trump administration face flood lawsuit executive immigration ban,True
1,russia putin may meet venezuela maduro kremlin,True
1,spanish national police deploy near barcelona voting station el pais,True
1,macau opposition gain election deadly typhoon,True
1,clinton email google worked hillary try overthrow syria assad,True
1,merkel welcome lot material macron eu reform debate,True
0,sopa false flag alleged hack netflix,Fake
1,china urge north korea stop persisting dangerous course,True
0,wow rating anti trumper megyn kelly debut show nbc pretty bad,Fake
1,fire building india mumbai kill least six,True
1,u directly communicating north korea seek dialogue,True
0,ron paul highlight real list mainstream fake news journalist,Fake
1,boat carrying asylum seeker myanmar capsizes bangladesh,True
1,guatemala top court side u n graft unit fight president,True
0,univ ga professor allows student choose grade help alleviate stress,Fake
1,bilderberg meet next week chantilly,True
1,boiler room ep 129 mandalay massacre initial boil hesh,True
1,may juncker call faster brexit talk,True
0,french magazine found guilty topless photo british duchess,Fake
1,uk counter terrorism police arrest 11 far right investigation,True
1,woman driver seen reviving saudi car market,True
0,breaking gut wrenching undercover video show administrator prestigious college shredding constitution,Fake
1,kurd abandon territory face iraq government advance,True
1,u supreme court reject new zealand based internet mogul appeal,True
0,judge napolitano three intel source disclosed obama spied trump video,Fake
0,young father explains socialism 10 year old son must read every american,Fake
1,epa chief say ready relax fuel standard due hurricane,True
0,leaked email hillary team caught bashing backwards catholic,Fake
0,zakharova slam cia chief pompeo stop making anti russian fiction,Fake
0,sunday screening psywar 2010,Fake
0,desperate dems russian bank report computer hack designed make appear trump secret relationship,Fake
1,kenya vote balance crisis deepens odinga quits,True
0,hillary clinton survives another fbi pantomime,Fake
0,boom harvard law democrat alan dershowitz destroys left unconstitutional argument donald trump jr video,Fake
1,tale two city kurdish vote lay bare political division,True
1,kurd press historic independence vote despite regional fear,True
1,australian court rule senator british citizen nominated,True
0,breaking condi rice meet mike penny trump c transition office,Fake
1,iraq pm visit turkey wednesday discus northern iraq referendum turkish source,True
0,gym owner ban cop military speaks call america brutal terrorist force video,Fake
0,dangerous hurricane irma moving towards caribbean island nhc,Fake
0,breaking emergency room doctor dearborn,Fake
0,obama unleashes hundred intelligence agent protect election outside force hacker known guccifer 2 0 warns threat inside system,Fake
0,kathy griffin actually bragged wanting beat 11 yr old barron trump 6 month ago,Fake
0,lol cnn tell viewer illegal read wikileaks email tell video,Fake
1,hong kong leader rule barring even former governor patten china flex muscle,True
1,magnitude 6 2 quake hit southeast oaxaca mexico usgs,True
0,az police officer go trump rally shocked anti trump protester behavior hateful,Fake
0,boiler room ep 82 mind boggling collusion,Fake
1,china reiterates call south korea remove thaad,True
0,college prof develops 10 cracka commandment help white privileged people imminent black spring,Fake
1,ten thousand march defend hong kong rule law china,True
1,china say diplomacy needed rid korean peninsula nuclear weapon,True
1,brazil temer escape corruption charge committee vote,True
1,nudging war u shoot syrian army fighter jet,True
0,breaking turn bowe b something else common video,Fake
1,etihad flight abu dhabi make emergency landing australia,True
1,turkey order 117 soldier detained gulen link source,True
1,ten thousand march abortion right ireland,True
1,polish president duda say hope turkey join eu,True
1,vacationing lame duck obama ready announce sanction russia,True
1,exclusive ex bernie delegate reveals fled democratic party green,True
0,sunday screening war democracy,Fake
0,woman working husband told stop wearing tank top gym reason outrageous,Fake
1,italy ready discus call greater autonomy gentiloni,True
1,iraq kurdistan region delay election,True
0,much brussels terror victim let play ball,Fake
1,myanmar army chief say rohingya muslim native number fleeing exaggerated,True
1,british police arrest second man london train bomb,True
0,need nancy pelosi congress paul ryan obamatrade deal declassified made public agreed,Fake
1,problem trump v u intelligence machine,True
0,bernie sander fan prisoner eating cat survive socialist venezuela,Fake
0,sick reason historic city chart crime rate pass disgusting ordinance putting criminal cop,Fake
0,whoa medical expert watching debate expose another telltale sign hillary likely parkinson disease video,Fake
1,hersh trump knew assad sarin attack story fairy tale launched cruise missile strike anyway,True
0,hillary 2016 fan james taylor every day barack obama michelle obama white house day thankful,Fake
0,popular youtube personality go undercover violent cowardly antifa terrorist antifa woman dominant one video,Fake
0,beautiful young reporter spit muslim thug live report,Fake
1,dissident uzbek writer held return exile wife,True
1,syrian town struggle cope alone key victory islamic state,True
1,close hurrah eu welcome may brexit speech warily,True
1,philippine rebel hostage remain marawi fight continues army,True
0,transgender cry victim airline security made remove thing caught scanner,Fake
0,watch solar eclipse live,Fake
0,boiler room 88 behold new ministry truth,Fake
1,spanish tourist shot killed police rio de janeiro slum,True
1,ivory coast accepts tribunal ruling border dispute ghana,True
1,temper fray search survivor wind mexico quake,True
1,time eu decide turkey membership bid erdogan say,True
1,venezuela indicts alleged accomplice june helicopter attack,True
1,china call restraint asked north korea hydrogen bomb threat,True
0,breaking two suspect dallas cop shooting custody reported high speed chase black mercedes 35 dallas,Fake
1,trump congratulates merkel election win discusses iran white house,True
0,single federal bureaucrat opened door let foreigner vote,Fake
1,putin telegram syria assad hail strategic deir al zor victory,True
1,trump likely visit china november asia trip u official,True
1,country migrant stowaway caught ferry ukraine turkey,True
1,turkey determined maintain eu accession process government say,True
0,american laughing michael moore see date chose democrat rise storm office senator,Fake
0,attack trump mitt romney awoke sleeping giant,Fake
1,london demand answer british right activist barred hong kong,True
1,kenyan police fire teargas supreme court protester,True
0,hillary berned obama tell donor back hillary hillary win without free college voter,Fake
0,churchgoer trapped inside cathedral man hit police officer guarding church head hammer authority calling act terror video,Fake
0,iceland proudly claim eradicated syndrome gruesome way imaginable,Fake
1,islamic state target iranian aid convoy eastern syria,True
0,espn host call cop slave patrol rip nfl signing qb colin kaepernick,Fake
0,breaking close friend bill hillary clinton,Fake
1,eighteen injured bomb attack police vehicle turkey mersin province,True
1,official sacked yoda image appears saudi textbook,True
0,clinton pal former governor ugly woman vote trump probably ugly woman america attractive woman,Fake
1,boiler room ep 75 limited hangout,True
0,whoa new email show comey fbi lied meeting bill clinton loretta lynch tarmac prof medium colluded obama doj kill story tarmac meeting video,Fake
1,malaysia scrap beer festival following islamist objection,True
1,kenya election board eight candidate ballot repeat poll,True
0,exposed liberal defense radical islam dangerous kind hypocrisy,Fake
1,tv host buy forgives 15m worth u medical debt,True
1,saudi arabia welcome hamas fatah reconciliation deal,True
0,bruce jenner cashing big time new identity new normal video,Fake
1,russia hunting bomb hoaxer say targeted telephone terrorism kremlin,True
0,iraqi force remove kurdish flag kirkuk governorate building resident,Fake
0,breaking mayday journalist attacked asking may day protester carrying north korean flag video,Fake
0,boiler room ep 121 google v red pill great witch hunt,Fake
1,storm challenge puerto rico virgin island credit quality moody,True
1,pro independence group union call general strike oct 3 catalonia,True
0,aboard sharia law train germany announces female section,Fake
1,syrian government denies u n chemical attack report,True
0,judge jeanine scorch cast hamilton reverse racism teed hate video,Fake
1,russian foreign ministry working behind scene resolve north korea crisis ria,True
0,london muslim mayor demand power behalf londoner,Fake
1,n dakota legislator proposes bill protect motorist hit pipeline protester intentionally blocking road,True
0,hillary cheated really fed hillary answer question veteran forum,Fake
1,foreign power could try influence german coalition talk spy chief,True
0,shocking act tolerance transgender thug threatens reporter disagreeing v cut going leave ambulance,Fake
0,medium asking nypd cop killer hillary supporter influenced democrat leader,Fake
1,abandoned tourist bali town count cost indonesia volcano,True
1,trump conduct sting operation u intelligence service,True
0,muslim group make demand every confederate statue banned removed,Fake
0,mom 3 young daughter wearing short,Fake
1,syrian migrant tell german cherish democracy go vote,True
0,flashback syrian war told chemical weapon,Fake
0,liberal business criticizing president trump explain former president obama photo,Fake
1,southeast asian minister urge north korea rein weapon program,True
0,left want ban word terror avoid offending muslim,Fake
1,lawmaker brawl uganda parliament second day presidential age limit,True
1,camera show vietnamese suspect aggressive attack kim jong nam police,True
1,brazil seek revoke asylum italian ex guerrilla convicted murder,True
0,dubious report advertisement seeking trump protester get paid fighting trump,Fake
1,islamic state attack west baghdad kill seven security source,True
0,melania thanks troop sacrifice easter egg roll flashback 2016 peanut crew remind michelle obama mention troop,Fake
1,cash coffee young woman path changing china,True
0,saudi woman allowed drive age 18 men,Fake
0,boiler room ep 113 cnn isi,Fake
1,roadside bomb kill seven outside somali capital mogadishu,True
0,trump rally austin tx protester largely outnumbered trump supporter,Fake
0,never seen fbi trove 9 11 pentagon photo refuels conspiracy suspicion,Fake
0,kellyanne conway call classless cnn anchor sexist move video,Fake
0,dick morris hillary hired secret police threaten,Fake
1,strong typhoon nears southern japan day election,True
1,biafra separatist sponsored nigerian government opponent minister,True
0,make stop daughter sexual predator habitual criminal get 65k speak 10 minute video,Fake
0,breaking federal court rule religious freedom veteran memorial lawsuit,Fake
1,u iran argue inspection nuclear watchdog meeting,True
0,picture cop walking son school day murdered appears social medium day medium trashed trump joke made cop getting tough criminal kill innocent people,Fake
1,russia regret u withdrawal unesco say important project may suffer,True
1,russia say trump aggressive stance iran doomed fail,True
0,mn somali muslim immigrant explain acceptable kill anyone insult mohammed video,Fake
0,proposed budget deal much worse u border security originally thought,Fake
1,santilli freed plea pact vega shooting cast shadow bundy trial,True
0,patrick henningsen live guest sean stone project new global government,Fake
1,paranoid smart facebook ceo computer questioning privacy,True
0,vote plus marathon spell super busy sunday berlin police,Fake
0,antifa thug manhandled anti sharia rally fighting,Fake
0,time go 84 yr old supreme court justice ginsberg tell college audience 3 term male u senator female video,Fake
1,bombshell classified nato report praise russia airstrikes efficient,True
1,bush hinckley nexus reagan gunman released,True
1,gunman kill 13 niger gendarme attack near mali border,True
1,medium attack taylor swift refusal criticize president elect trump,True
0,barack obama nsa susan rice ordered spy provide detailed spreadsheet trump call felony brother cbs news president also involved video,Fake
1,unacceptably high number afghan flee military training u report,True
0,bam ann coulter expose delta flight attendant group confirms targeted,Fake
1,new zealand ardern say national vote race,True
0,benghazi spokesliar susan rice tell cnn expect iran use fund get terrorist operation video,Fake
1,russia urge dialogue solve gulf crisis,True
1,woman plead guilty high profile kim jong nam murder trial,True
1,exclusive zimbabwe grace mugabe say model attacked knife,True
1,thailand prepares bid farewell people king,True
1,russia syria government force east bank euphrates river,True
0,rino mitch mcconnell praise hillary day benghazi hearing say could work president,Fake
0,cher humiliates democrat childish neil gorsuch tantrum one brutal tweet,Fake
0,wake george soros drastically ramp effort destroy america,Fake
0,college punish high achiever check african american sat test,Fake
1,uk johnson visit moscow year discus security,True
0,obama give final thought trump presidency comma story building america,Fake
0,new email show hillary asking meeting libyan war would impact hampton vacation,Fake
1,south korea moon asks russia continue supporting sanction north korea,True
0,antifa self appointed radical revolutionary neoliberal thought police,Fake
0,u inauguration historic day mark beginning renewed america first era,Fake
0,london first muslim mayor ban sexy woman advertisement,Fake
0,high school student wave staple gun school go lockdown police swarm building assault rifle,Fake
1,trump call tax reform speed light hurricane irma,True
1,palestinian rival fatah hamas sign reconciliation accord,True
1,u n chief asks iran president release former u n official,True
1,british prince mark anniversary diana death garden visit,True
0,iran made videotape secret 400 million ransom cash drop u mock obama embarrassing incompetence video,Fake
1,brexit law pass hurdle reprieve british pm may,True
1,russian submarine fire cruise missile jihadi target syria,True
1,first refugee taken offshore detention u refugee swap deal,True
0,obamacare forgotten family tale middle class royally scr wed washington video,Fake
0,new york time publishes fake story donald trump jr make small retraction bottom page,Fake
1,russia red line moscow announces end u deconfliction cooperation syria,True
0,fbi creates domestic terror united state,Fake
1,german official receive threatening letter fake anthrax police say,True
1,millionaire socialist may norway next prime minister,True
0,someone please explain fairly accurate cartoon racist,Fake
1,uk pm may raise possibility leaving eu march 2019,True
1,anti mugabe pastor acquitted zimbabwe public violence charge,True
0,unprecedented new york time run 30 sec ad oscar bashing trump defending fake news video,Fake
1,u state dept spox everybody want assad five year ago,True
0,street artist censored painting hillary clinton bikini,Fake
0,parent outraged female teacher get major brawl classroom terrified student scream horror video,Fake
0,bombshell political assassination mike flynn reportedly led high level obama advisor worried hidden detail iran deal exposed,Fake
1,catalan government respond madrid order thursday tv3,True
1,turkish court remand german journalist custody terrorism charge,True
1,yemen houthis say u citizen kidnapped unknown gunman,True
0,leftist medium poster boy islamaphobia caught turkey border trying join isi,Fake
1,namibia dismisses u n expert claim north korea tie,True
0,director violent film hollywood join campaign destruction gun,Fake
0,truth phony global warming snake oil salesman chief desperate sell american lie,Fake
0,china precedent breaking xi jinping get set bolster power,Fake
0,obama union leader sell american worker turning illegal alien union member,Fake
1,washington post sloppy journalism blame russia fake news crisis trump win,True
1,germany strive save iran nuclear deal gabriel,True
1,syria war tightens u russia military hotlines humming,True
0,munich memorial mark 1972 olympic game attack israeli team,Fake
1,ireland say lot work needed move next phase brexit talk,True
0,grassley demand answer trump jr setup russian lawyer tied dnc firm allowed russian lawyer u denied visa entry video,Fake
0,democrat afraid trump terrible president,Fake
0,burundi loses bid stop u n atrocity investigation,Fake
1,german afraid terrorism secure finance study,True
1,uganda ruling party seek scrap age limit extend president rule,True
1,death blogger cast shadow murky malta,True
0,must watch comedy room full dems asked name one hillary accomplishment sec state,Fake
1,ballot box voting paper appear polling station catalan referendum,True
1,henningsen crosstalk debating trump general,True
0,trump effect day meeting president trump,Fake
1,germany say eu state must implement court ruling migrant swiftly,True
0,marklevin freaking awesome obama negotiates iran iranian general say israel destruction negotiable,Fake
0,watch 8th grader destroy disgraced detroit city council member wife u representative debate video,Fake
0,florida governor go obama second amendment kill individual radical islam killed video,Fake
0,boom liberal columnist get destroyed tucker carlson answer lied senator jeff session video,Fake
1,islamist lure youngster philippine payment promise paradise,True
0,pc tyranny university oregon rule professor free speech,Fake
1,japan abe call enforcement sanction north korea nyt,True
0,lol open border sean penn responds new pro refugee movie get destroyed critic cannes,Fake
1,maverick state governor take aim mexican presidency,True
0,bombshell biography self obsessed barack obama asked white girlfriend marry dated engaged michelle,Fake
0,lol cnn interview abruptly end student started protest betsy devos speech realizes explain protesting video,Fake
1,riot police hooded youth clash paris labor reform protest,True
1,factbox italy new electoral law offer mix system,True
0,young man sponsored cair invited white house,Fake
0,caught video delta pilot smack fighting woman deplaning atlanta video,Fake
0,loudmouth rosie donnell bullied wrong trump outraged melania threatens lawsuit rosie push false video twitter 10 yr old barron,Fake
1,buchanan trump coup,True
0,watch president trump arrive air force one scheduled host red cross charity event mar lago angry leftist plan protest video,Fake
1,spain push eu leader better counter terrorism coordination,True
1,austria freedom party expels official nazi allegation,True
0,pro trump rocker tednugent fire back comparison kathygriffin talking apple grenade,Fake
0,breaking syrian refugee kill german woman,Fake
0,major liberal rag reluctantly publishes article president trump outstanding accomplishment explain success everyone laughing,Fake
1,far right want austria join group anti immigrant state,True
0,hillary furious email hack openly threatens war russia medium silent video,Fake
1,poll give new zealand national nine point lead final tv debate vote,True
0,obama call islamic terror group isil terror expert call isi,Fake
0,massive mi voter fraud uncovered 59 detroit vote counting machine work election day ballot may counted several time vote certified anyway,Fake
0,hillary dnc speech going follow money video george soros make stunning 25 million donation hillary dems,Fake
1,iranian fear economic hardship united trump,True
1,russian frigate fire cruise missile islamic state target near syria deir al zor,True
1,iraq hang 42 sunni militant convicted terrorism,True
0,photo second fake black activist emerges blacklivesmatter organizer claimed terrorized decade old racial tension,Fake
1,fast theresa eu seek divorce term stay friend,True
0,month trashing president,Fake
1,nz first tout progress talk form govt decision delayed,True
1,utility u southeast restore power nearly half hit irma,True
1,french catalan offer puigdemont luxury safe house case,True
0,actor blew 150 million fortune worried playing ronald reagan positive light upcoming movie could ruin career,Fake
0,introducing hamish illusion patterson,Fake
1,red cross say staff member killed south sudan ambush,True
1,iraqi force regain kurdish oilfield restart production iraq oil minister,True
1,u welcome royal order allow saudi woman drive,True
1,u n say worried report forced displacement kurd northern iraq,True
0,nfl newest attention seeker take place unemployed kaepernick call anyone disagrees racist,Fake
1,iraq step retaliation kurdish independence vote dollar ban,True
1,breakup iraq syria could lead global conflict turkey say,True
0,hillary meltdown real,Fake
1,kurdish demonstrator killed 6 wounded iraqi city khanaqin mayor,True
0,bill reilly asks trump racist question many outraged bill bound time video,Fake
1,new zealand ruling national win vote new zealand first party kingmaker,True
1,merkel say britain must move brexit bill break deadlock,True
1,head game technology potential shape reality,True
1,turkey erdogan say u consulate hiding suspect,True
0,shocking report law enforcement officer killed young black men white cop,Fake
0,tucker carlson call professor claim russia stole election video,Fake
1,uk certain iran nuclear deal preserved u say remains committed,True
0,trump first president turn postmodernism,Fake
1,united state stop issuing visa cambodia,True
1,u south korea agree revise missile treaty face north korean threat,True
1,czech president spokesman likens eu third reich outburst spirit ingredient,True
1,german detained turkey german foreign ministry,True
0,ron paul burn oregon standoff jury nullification hammond family,Fake
1,u n denounces air raid idlib hospital seek protection system,True
1,turkish pm say idlib operation aim prevent migrant wave syria,True
0,trial guatemalan president brother son begin,Fake
1,tokyo governor koike ally seek repeat local success japan national poll,True
0,washington post waging medium war president trump,Fake
1,south korean practice case north korea attack little urgency,True
1,colombia farc say six ex member murdered restive province,True
1,eu take advantage drop migrant influx oecd gurria,True
1,u envoy u n demand myanmar prosecution weapon curb rohingya,True
1,u coalition denies deadly strike syria deir al zor city,True
0,fake news week truth,Fake
1,u n trouble haiti wary new justice mission,True
0,shocking report 99 5 professor top 50 liberal art college donated two presidential candidate,Fake
1,italy call confidence vote senate new electoral law,True
0,obama giving money illegal alien start business believe business located video,Fake
0,message president trump syria assad also need help defeat terrorism,Fake
0,breaking gay bernie sander supporter long rifle,Fake
0,pope tell web company use profit protect child,Fake
1,eu tusk appealed rajoy avoid escalation catalonia,True
1,u lift sudan sanction win commitment arm deal north korea,True
1,incoming new zealand prime minister discus cabinet friday,True
0,alt left plan hijack president trump az rally really make crazy announcing pardon america toughest sheriff illegal immigration,Fake
1,xi power parade china party congress loom,True
1,austria far right stake claim interior ministry ahead coalition talk,True
1,putin discusses north korean missile test security council agency,True
1,guatemalan president survives congressional vote immunity,True
1,dallas maidan staged sniper designed inflict 7 7 strategy tension,True
0,president trump illegal immigrant crackdown begin fed conduct raid least 6 state focus finding deporting criminal video,Fake
0,extreme left disruptj20 plot acid bomb inauguration deploraball,Fake
1,london remain leading financial center pm may spokesman,True
0,obama regime secret asian trade deal would let international tribunal overrule state fed law benefit foreign company,Fake
0,hurricane maria make landfall puerto rico nhc,Fake
1,five militant two soldier killed egypt sinai,True
0,video jerry seinfeld say overly pc college kid make left crazy,Fake
0,sheriff calling obama release 6000 federal prisoner biggest sham,Fake
1,italy present low key budget ahead 2018 election,True
1,german police arrest five raid nigerian husband smuggling ring,True
0,boiler room 95 weapon mass penetration,Fake
1,yemen houthi leader say could target saudi oil tanker hodeidah attacked,True
0,kellyanne conway responds death threat hillary communication director pen hate filled,Fake
0,destroyed 10 second tucker carlson expose hypocrisy liberal mash actor asking elector block trump becoming president video,Fake
0,age amazon,Fake
1,police deploy iraqi oil city tension rise kurdish independence vote,True
1,wife ex uruguay president mujica becomes vice president,True
1,thought police u border control want study facebook,True
1,dodgy dossier trump russia dossier funded political rival,True
1,u backed alliance say russian jet struck fighter east syria,True
0,irma strengthens category 5 hurricane nhc,Fake
0,outrageous video watch leftist blame victim deny truth,Fake
1,iraq 1991 u carpet bomb highway death,True
1,philippine declares battle islamist rebel marawi city,True
1,cambodia political prince submits strongman,True
